sim,year,species_code,ess,value
1,2014,10110,ess_f,127.97490316612503
1,2014,21720,ess_f,171.32260613202914
1,2014,21740,ess_f,6.946488198045052
1,2014,21921,ess_f,174.6662314479509
1,2014,30060,ess_f,214.2348770613728
1,2014,30420,ess_f,88.82877403500916
1,2016,10110,ess_f,175.85661679486316
1,2016,21720,ess_f,75.98810364846233
1,2016,21740,ess_f,9.369272137236829
1,2016,21921,ess_f,50.87462254757632
1,2016,30060,ess_f,421.30987045805546
1,2016,30420,ess_f,307.9995481697265
1,2018,10110,ess_f,140.7246212832411
1,2018,21720,ess_f,335.00663598548897
1,2018,21740,ess_f,13.846128424529631
1,2018,21921,ess_f,215.90429986959393
1,2018,30060,ess_f,209.77881925487537
1,2018,30420,ess_f,145.96232098390914
1,2014,10110,ess_m,115.67746962270536
1,2014,21720,ess_m,194.91413780507804
1,2014,21740,ess_m,9.15819317310655
1,2014,21921,ess_m,91.08926876447205
1,2014,30060,ess_m,221.554869030155
1,2014,30420,ess_m,133.06314452416652
1,2016,10110,ess_m,60.294757149051655
1,2016,21720,ess_m,141.1334829233626
1,2016,21740,ess_m,2.229551056378495
1,2016,21921,ess_m,260.1048764917484
1,2016,30060,ess_m,404.82779576237
1,2016,30420,ess_m,181.93601240239488
1,2018,10110,ess_m,104.34974259680652
1,2018,21720,ess_m,67.35702222115364
1,2018,21740,ess_m,15.820137975610779
1,2018,21921,ess_m,204.4879367993421
1,2018,30060,ess_m,387.5293044172473
1,2018,30420,ess_m,132.42384837687007
1,2014,10110,ess_t,196.3091893928645
1,2014,21720,ess_t,276.5757995414954
1,2014,21740,ess_t,7.954200476632749
1,2014,21921,ess_t,187.9854346468554
1,2014,30060,ess_t,413.1576864936285
1,2014,30420,ess_t,173.38559156100035
1,2016,10110,ess_t,267.92796661357164
1,2016,21720,ess_t,121.95789138355691
1,2016,21740,ess_t,4.046541804591
1,2016,21921,ess_t,155.2733501171792
1,2016,30060,ess_t,934.5277410687384
1,2016,30420,ess_t,535.9024245790454
1,2018,10110,ess_t,168.9199713969772
1,2018,21720,ess_t,126.75464148669703
1,2018,21740,ess_t,14.722279758050625
1,2018,21921,ess_t,424.41788890586724
1,2018,30060,ess_t,579.4026661037379
1,2018,30420,ess_t,266.9114860763837
2,2014,10110,ess_f,75.28151328472438
2,2014,21720,ess_f,1167.1796601991198
2,2014,21740,ess_f,3.2602579065932993
2,2014,21921,ess_f,49.16295925608835
2,2014,30060,ess_f,409.95591618011207
2,2014,30420,ess_f,175.85168385134037
