sim,year,species_code,ess,value
1,2014,10110,ess_f,126.22629119805048
1,2014,21720,ess_f,91.44801466656016
1,2014,21740,ess_f,280.99295237407006
1,2014,21921,ess_f,152.64064090446124
1,2014,30060,ess_f,517.3734020494167
1,2014,30420,ess_f,93.49147433807664
1,2016,10110,ess_f,378.69795375319654
1,2016,21720,ess_f,172.49142818421805
1,2016,21740,ess_f,15.876856208289174
1,2016,21921,ess_f,182.4751840400649
1,2016,30060,ess_f,307.96334801073044
1,2016,30420,ess_f,215.06148885216174
1,2018,10110,ess_f,253.32710852467577
1,2018,21720,ess_f,400.7424259003975
1,2018,21740,ess_f,137.30114686503427
1,2018,21921,ess_f,157.47084903621416
1,2018,30060,ess_f,289.12535957386814
1,2018,30420,ess_f,285.321609051325
1,2014,10110,ess_m,31.559039539272188
1,2014,21720,ess_m,107.05434314888304
1,2014,21740,ess_m,456.2140649050796
1,2014,21921,ess_m,50.918048309555054
1,2014,30060,ess_m,418.09087975614074
1,2014,30420,ess_m,187.84621544321126
1,2016,10110,ess_m,51.23864654895336
1,2016,21720,ess_m,654.515802758543
1,2016,21740,ess_m,10.421016692947946
1,2016,21921,ess_m,186.04747816546106
1,2016,30060,ess_m,270.1423265701619
1,2016,30420,ess_m,74.58788141856716
1,2018,10110,ess_m,319.06296713212083
1,2018,21720,ess_m,327.3365303883585
1,2018,21740,ess_m,328.9202678323964
1,2018,21921,ess_m,122.80645353777888
1,2018,30060,ess_m,456.0604482647539
1,2018,30420,ess_m,328.90131721825634
1,2014,10110,ess_t,87.45888960515933
1,2014,21720,ess_t,104.16869509364027
1,2014,21740,ess_t,1135.1225986338836
1,2014,21921,ess_t,91.17249249083251
1,2014,30060,ess_t,802.3150676151158
1,2014,30420,ess_t,217.31138137046307
1,2016,10110,ess_t,268.18274505428354
1,2016,21720,ess_t,325.9364823619378
1,2016,21740,ess_t,20.63488733227295
1,2016,21921,ess_t,705.2259327612517
1,2016,30060,ess_t,713.5313262291107
1,2016,30420,ess_t,288.1777453501833
1,2018,10110,ess_t,484.8827230357329
1,2018,21720,ess_t,1238.1154714316106
1,2018,21740,ess_t,102.03686411242997
1,2018,21921,ess_t,180.28416137718173
1,2018,30060,ess_t,679.0252529639665
1,2018,30420,ess_t,686.1331627437814
2,2014,10110,ess_f,191.60304469308198
2,2014,21720,ess_f,288.5756559391865
2,2014,21740,ess_f,4.9336723276442624
2,2014,21921,ess_f,68.1191345027387
2,2014,30060,ess_f,165.1235282363538
2,2014,30420,ess_f,78.71916590993467
2,2016,10110,ess_f,126.8120481855741
2,2016,21720,ess_f,248.84474178295886
2,2016,21740,ess_f,35.532900165111606
2,2016,21921,ess_f,63.4190213083703
2,2016,30060,ess_f,419.4120465351238
2,2016,30420,ess_f,196.3851341454616
2,2018,10110,ess_f,906.9103310216808
2,2018,21720,ess_f,204.34531019141397
2,2018,21740,ess_f,335.73882845378716
2,2018,21921,ess_f,76.11709228885714
2,2018,30060,ess_f,263.45990582918716
2,2018,30420,ess_f,387.2529152297363
2,2014,10110,ess_m,122.29006968421733
2,2014,21720,ess_m,105.98577388033279
2,2014,21740,ess_m,5.61762908320114
2,2014,21921,ess_m,54.40607131091988
2,2014,30060,ess_m,162.57681794222103
2,2014,30420,ess_m,96.67196344252213
2,2016,10110,ess_m,195.18383186283071
2,2016,21720,ess_m,552.5807510018544
2,2016,21740,ess_m,9.519506886755954
2,2016,21921,ess_m,74.04305174377558
2,2016,30060,ess_m,729.7624627979333
2,2016,30420,ess_m,174.2874695134948
2,2018,10110,ess_m,294.50339292478606
