sim,year,species_code,ess,value
1,2017,10110,ess_f,188.83118142726144
1,2017,10112,ess_f,98.01788533154222
1,2017,10115,ess_f,73.48359332312339
1,2017,10130,ess_f,363.6244122266747
1,2017,10210,ess_f,1102.3199262975727
1,2017,10261,ess_f,632.9465832651883
1,2017,10285,ess_f,270.1014209942703
1,2017,21720,ess_f,443.4502384737773
1,2017,21740,ess_f,236.87760738744845
1,2018,10110,ess_f,2109.1312504235952
1,2018,10112,ess_f,102.02098175413857
1,2018,10115,ess_f,37.48217797597209
1,2018,10130,ess_f,189.792178934652
1,2018,10210,ess_f,446.5349342784502
1,2018,10261,ess_f,435.06017943400394
1,2018,10285,ess_f,302.4038076348187
1,2018,21720,ess_f,158.91975173772886
1,2018,21740,ess_f,197.3592618974954
1,2019,10110,ess_f,343.1846324166098
1,2019,10112,ess_f,98.33942155763147
1,2019,10115,ess_f,18.5610988162534
1,2019,10130,ess_f,70.90872957138428
1,2019,10210,ess_f,291.5820357677133
1,2019,10261,ess_f,223.8388470734705
1,2019,10285,ess_f,354.26408280067005
1,2019,21720,ess_f,62.8245313927549
1,2019,21740,ess_f,303.60149204457224
1,2021,10130,ess_f,150.96544037711618
1,2021,10210,ess_f,863.3078549262012
1,2021,10261,ess_f,94.29899243594744
1,2021,21740,ess_f,480.694768600409
1,2017,10110,ess_m,306.0423014635705
1,2017,10112,ess_m,179.3185682111054
1,2017,10115,ess_m,66.64644198068966
1,2017,10130,ess_m,211.25523004447922
1,2017,10210,ess_m,249.34597271424346
1,2017,10261,ess_m,99.2718911759169
1,2017,10285,ess_m,189.46832367874475
1,2017,21720,ess_m,262.4303517881686
1,2017,21740,ess_m,179.7880647487106
1,2018,10110,ess_m,57.0596388844965
1,2018,10112,ess_m,133.2425942869466
1,2018,10115,ess_m,38.04935347208824
1,2018,10130,ess_m,361.4611790695316
1,2018,10210,ess_m,254.51040993176014
1,2018,10261,ess_m,168.80872368164873
1,2018,10285,ess_m,224.6246904769851
1,2018,21720,ess_m,246.2481188340083
1,2018,21740,ess_m,163.03918498231806
1,2019,10110,ess_m,155.88320244924597
1,2019,10112,ess_m,57.05228734131022
1,2019,10115,ess_m,11.686943907499048
1,2019,10130,ess_m,115.68062901469845
1,2019,10210,ess_m,235.49927873749587
1,2019,10261,ess_m,481.46134093327316
1,2019,10285,ess_m,101.40553872278049
1,2019,21720,ess_m,47.583750293677205
1,2019,21740,ess_m,167.30728050483174
1,2021,10130,ess_m,130.2062308906131
1,2021,10210,ess_m,348.5493361906176
1,2021,10261,ess_m,190.40340652579735
1,2021,21740,ess_m,194.42093301003385
1,2017,10110,ess_t,265.9812506271752
1,2017,10112,ess_t,170.74982152914006
1,2017,10115,ess_t,123.44918650908133
1,2017,10130,ess_t,374.66634791445637
1,2017,10210,ess_t,861.1319320234535
1,2017,10261,ess_t,574.7394227624541
1,2017,10285,ess_t,516.3884050062791
1,2017,21720,ess_t,608.5870670520727
1,2017,21740,ess_t,3721.1333061552837
1,2018,10110,ess_t,708.2307800416748
1,2018,10112,ess_t,206.5278551345256
1,2018,10115,ess_t,85.45044526108002
1,2018,10130,ess_t,483.73774267601453
1,2018,10210,ess_t,468.38690060140976
1,2018,10261,ess_t,1250.61812048972
1,2018,10285,ess_t,447.67041752699157
1,2018,21720,ess_t,217.31940591994152
1,2018,21740,ess_t,164.68826678644558
1,2019,10110,ess_t,387.32101863123745
1,2019,10112,ess_t,973.9433649992742
1,2019,10115,ess_t,18.575209928955683
1,2019,10130,ess_t,216.21991548020918
1,2019,10210,ess_t,519.9106791043683
1,2019,10261,ess_t,657.3346765439077
1,2019,10285,ess_t,274.0837800866274
1,2019,21720,ess_t,1555.4815014249425
1,2019,21740,ess_t,333.5231028452952
1,2021,10130,ess_t,190.16357644663736
1,2021,10210,ess_t,1076.665563702837
