year,species_code,age,males,females,unsexed
2019,10261,16,44909288.30909091,133141955.04386725,2402314.019933498
2019,10261,17,53480756.82424243,116017029.82828283,2326449.6787635223
2019,10261,18,17121560.077272728,50262641.85959596,866153.7222781217
2019,10261,19,11756010.854545455,16106347.263636364,448589.5981154423
2019,10261,20,2363415.375,5599887.654545454,67236.21052631579
2019,10261,21,574928,0,147402.38461538462
2019,10261,22,0,2619969.7777777775,0
2019,10261,23,0,6332066.232323232,0
2019,10261,26,0,1463143.2000000002,0
2019,10285,2,118081.33333333333,0,0
2019,10285,3,679657.1666666666,162001.75,0
2019,10285,4,4094099.35,9268026.961111112,0
2019,10285,5,38596098.73387446,26573251.75595238,0
2019,10285,6,11630300.23917749,11575427.276190476,0
2019,10285,7,12834819.089285715,8144259.446428571,0
2019,10285,8,10340724.381818183,12680666.08452381,0
2019,10285,9,22033829.76038961,21148791.519444443,0
2019,10285,10,15863906.600324675,27622468.987301588,0
2019,10285,11,17646276.27325175,16046121.153174601,0
2019,10285,12,14141634.118181817,16662053.633333333,0
2019,10285,13,10118057.02972028,5980617.166666666,0
2019,10285,14,7839389.717948718,9352341.666666666,0
2019,10285,15,11322402.711538462,11535791.809523808,0
2019,10285,16,11495199.811538462,12722409.798412697,0
2019,10285,17,16327988.211038962,10815692.023809524,0
2019,10285,18,13537239.422494173,4318258.60079365,0
2019,10285,19,9202800.766666666,6512084.477777777,0
2019,10285,20,3926648.0615384616,4428873.666666666,0
2019,10285,21,1043199.5,13243518.278571429,0
2019,10285,22,0,5640411.047619047,0
2019,10285,23,4140967.4545454546,288218.8888888889,0
2019,10285,24,1524883.6666666665,1144949.5555555555,0
2019,10285,25,0,3624592.0095238094,0
2019,10285,26,1607951.6,2289025.472222222,0
2019,10285,27,0,1391028.2666666666,0
2019,10285,28,0,667183.4142857143,0
2019,10285,29,0,2648762.011111111,0
2019,10285,31,0,248765.5,0
2019,10285,32,0,288218.8888888889,0
2019,10285,36,0,288218.8888888889,0
2019,21720,1,180486692.12539682,165554825.77142859,3114610
2019,21720,2,18752504.71178168,17635204.371545345,24781.75
2019,21720,3,16514672.978033988,16225761.816754896,3540.25
2019,21720,4,15675275.344953967,15317780.553724168,0
2019,21720,5,11033817.173606448,11345213.040251765,0
2019,21720,6,12786582.572091,16576551.350763371,0
2019,21720,7,5833086.828263071,7428584.580181954,0
2019,21720,8,1034255.9880952381,2603014.597691198,0
2019,21720,9,0,373232.80654761905,0
2019,21720,10,0,74269.11111111111,0
2019,21720,12,78771.27777777777,0,0
2019,21740,1,242826453,209848265,820806113.4
2019,21740,2,238412984.14285713,141432846.15,852766.6
2019,21740,3,132097943.1456044,114061695.95,0
2019,21740,4,189861092.33270803,118816397.22186147,0
2019,21740,5,562939099.2084571,404699542.4722807,0
2019,21740,6,1803893311.3948157,1748544503.0663483,34943.210585585584
2019,21740,7,671413877.6909248,759338311.353123,55173.97635135135
2019,21740,8,165622745.78009912,173565848.86876097,29087.368243243243
2019,21740,9,146160967.71896034,90182606.50195028,38953.45720720721
2019,21740,10,78138559.49009758,57477855.18569693,31815.23873873874
2019,21740,11,51950436.6366464,25172270.432088744,15038.681306306305
2019,21740,12,15427660.812996032,17915742.121753246,9870.192567567568
2019,21740,13,5071182.645833333,7407920.676136363,1935.875
2019,21740,14,0,2198606,0
2021,10130,2,54151660,33574924,58374369.75
2021,10130,3,113437886.14285713,100988412.5,15897448.472222222
2021,10130,4,119968148.97777778,61632030.53769841,1226835.2444444445
2021,10130,5,197900189.05476192,163462230.5539445,2253500.9021782572
2021,10130,6,227598888.2904762,290961496.6266635,2646013.060228334
2021,10130,7,125916397.84978355,116310957.16504034,1335530.038160565
2021,10130,8,98729335.54484127,70629945.8893812,1087497.465764965
2021,10130,9,122901200.67554112,82862301.16905716,1439188.9872622539
2021,10130,10,73261494.60389611,64672884.39305376,938196.4895558081
2021,10130,11,43282473.82954545,24401044.928517316,531010.4028327228
2021,10130,12,27045027.133116882,19072260.988636363,324737.57676434674
2021,10130,13,6046621.571428571,16551500.285714285,143881.56428571427
2021,10130,14,0,33174899.76294245,230053.47041514041
2021,10130,15,17523239.883116882,14140714.450757576,226831.04676434674
2021,10130,16,21004120.75,22956954.055411257,258634.4293040293
2021,10130,17,10618397.742857143,9025902.958333334,143444.7793040293
2021,10130,18,15810713.45,4187383.409090909,97424.07692307692
2021,10130,19,0,6409663.284090909,9883.076923076924
2021,10130,20,0,11223495.333333334,107067.08333333331
2021,10130,21,0,5391170.666666666,21413.333333333332
2021,10130,22,5285959,6431408.5,21413.416666666664
2021,10130,23,2302226.5,6373454.166666666,21413.333333333332
2021,10130,24,0,3298496.875,0
2021,10130,27,0,1782547.5,0
2021,10210,3,51727557,254550097,0
2021,10210,4,186620644.8888889,98626363.83333333,0
2021,10210,5,1061915761.4118212,1428638363.3196268,0
2021,10210,6,510131820.2065012,451361967.02643365,0
2021,10210,7,368394586.0895489,314653418.5006378,0
2021,10210,8,86260567.23862627,122346565.28587694,0
2021,10210,9,105476395.87560385,175017802.04275826,0
2021,10210,10,68345585.18874396,94058081.36285399,0
2021,10210,11,83415514.5041546,155719672.18817386,0
2021,10210,12,156053695.44555554,160681364.74918523,0
2021,10210,13,41974183.88888889,107890443.25181688,0
2021,10210,14,61260964.63690476,104951706.63185179,0
2021,10210,15,36703652.47904762,66720580.17707677,0
2021,10210,16,40950379.7,54354194.88433499,0
2021,10210,17,54626624.20714286,61355749.08499304,0
2021,10210,18,45770161.83857143,56417900.35065825,0
2021,10210,19,23852627.705238093,37697756.87173705,0
2021,10210,20,23977383.52190476,27431954.64221808,0
2021,10210,21,23425131.766666666,40555837.71573692,0
2021,10210,22,47735175.538571425,23019252.402741794,0
2021,10210,23,43328316.37857143,18896946.16025763,0
2021,10210,24,17014210.176666666,10482117.738404453,0
2021,10210,25,21305458.17857143,18421166.034529056,0
2021,10210,26,0,15328910.0053709,0
2021,10210,27,5433057.766666667,1635732.4848484849,0
2021,10210,28,10904061.416666666,5500964.636734694,0
2021,10210,29,0,2850516.8367346935,0
2021,10210,30,13133869.355238095,4859764.84333905,0
2021,10210,31,0,3035804.7118644067,0
2021,10210,32,6383803.928571428,2469431.342383107,0
2021,10210,33,2432818.6666666665,5795799.38008658,0
2021,10210,34,0,2807980.6666666665,0
2021,10210,35,0,2850516.8367346935,0
2021,10261,1,7981095.142857143,0,3671885.75
2021,10261,2,365561509.45714283,217566423.2,244621644.0357143
2021,10261,3,631852281.2458874,570926999.3322511,45548721.06516291
2021,10261,4,656776849.328355,478859654.49474967,2973150.495816464
2021,10261,5,457818869.611655,687123836.4613442,2385386.2357812594
2021,10261,6,403200019.6322844,369360143.56468534,152162.23297697472
2021,10261,7,195392999.8050505,217447014.2857143,100126.95118340597
2021,10261,8,28202845.8,24968316.797619045,17014.61466716858
2021,10261,9,33238332.51111111,60765480.35281385,39514.46275019666
2021,10261,10,0,38854451.94588745,18489.917253278123
2021,10261,11,7957752.311111111,18648116.941558443,13563.932560386473
2021,10261,12,0,27611080.38095238,3570.015384615385
2021,10261,13,10035155.966666667,22057283.064935066,8186.724273504274
2021,10261,14,1084211.4444444445,26392771.987012986,8902.947061634019
2021,10261,15,23039213.6,45134026.27922078,23498.825620852578
2021,10261,16,24643602.52121212,84009332.13852814,20972.38607952434
2021,10261,17,29243274.533333335,46192347.383116886,37082.44906832298
2021,10261,18,7334805.422222222,57102553.471861474,24206.562515262514
2021,10261,19,14172282.5,42315690.16017316,21638.389849763764
2021,10261,20,582007.8888888889,893535.1666666666,1473.4
2021,10261,21,326182,8036820.6060606055,8963.103174603173
2021,10261,22,1567945.2777777778,18749250.818181816,17488.07453416149
2021,10261,23,351611,3353607,4051.7142857142853
2021,10261,25,0,874922,0
2021,10261,27,351611,0,4051.7142857142853
2021,10261,31,0,893535.1666666666,0
2021,21740,1,131717478.66666667,109515220,464535733.2285714
2021,21740,2,256522858.9690476,205586961.68571427,1495576.1883498854
2021,21740,3,556115739.7442613,462157515.2749084,969448.9251527815
2021,21740,4,320202398.2604046,237096276.87676758,1844487.2715505124
2021,21740,5,266754471.9771098,235674740.9394659,3803261.6507390384
2021,21740,6,146825971.69011927,166800164.09142566,2790631.415705393
2021,21740,7,423197915.79263514,405334990.63406473,7207924.907443942
2021,21740,8,542596372.921307,520950384.57813656,7720317.91003153
2021,21740,9,106198551.0450466,112756596.89544535,1233524.1498648115
2021,21740,10,41502336.65680321,33900455.33781315,313533.37555740646
2021,21740,11,32402908.03223795,19415210.556920204,213983.3875968225
2021,21740,12,13668221.244360901,17740605.752820846,123597.18100683803
2021,21740,13,906005,4650094.844771242,10353.857723577235
2021,21740,14,0,3212018.5317460317,9378.550706033377
